prompt,completion,rouge-l
Girls hit your hallelujah (whuoo),Girls hit your hallelujah ({},1.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah ({},1.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah ({},0.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give{},0.0
Saturday night and we in the spot,. I'm not sure if I should{},0.0
Don’t believe me just watch (come on),I’m not a fan of the “{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey! Oh,{}",0.0
Before we leave,"the subject of the ""Bible"", I{}",0.0
Imma tell y’all a lil’ something,", I’m a bad bitch.”{}",0.0
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"I said Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.0
"Come on, dance","with me."" The girl looked at him{}",0.0
Jump on it,and ride it to the end of the level.{},0.1111111111111111
If you sexy than flaunt it,. I'm not saying that you should{},0.14285714285714285
If you freaky than own it,. If you're not freaky than{},0.0
"Don’t brag about it, come show me",.” “I’m not bragging{},0.0
"Come on, dance","with me."" The girl looked at him{}",0.0
Jump on it,and ride it to the end of the level.{},0.1111111111111111
If you sexy then flaunt it,. If you are not then don’t{},0.0
Well it’s Saturday night and we in the spot,", And we’re all in the same{}",0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey! Oh,{}",0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Upt{}",0.8
