prompt,completion,rouge-l
Saturday night and we in the spot,", we in the spot We in the spot{}",0.0
Don’t believe me just watch (come on),Don’t believe me just watch (come{},0.8571428571428571
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! {}",0.0
Before we leave,", I want to thank you for your support.{}",0.0
Imma tell y’all a lil’ something,. I’m a big fan of the{},0.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"I said Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, U{}",0.0
"Come on, dance",with me.” “I’m not{},0.0
Jump on it,! I'm not sure if I'{},0.16666666666666666
If you sexy than flaunt it,", if you got it than show it. {}",0.5714285714285714
If you freaky than own it,", don't hide it, 'cause you{}",0.5
"Don’t brag about it, come show me",.” “I’m not bragging{},0.0
"Come on, dance",with me.” “I’m not{},0.0
Jump on it,! I'm not sure if I'{},0.16666666666666666
If you sexy then flaunt it,". If you're a man, you{}",0.0
Well it’s Saturday night and we in the spot,.” “I’m in the spot{},0.0
Don’t believe me just watch,.” The song is a perfect example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
Don’t believe me just watch,.” The song is a great example of{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! {}",0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
