prompt,completion,rouge-l
Don’t believe me just watch,我将为您展示如何使用这个功能。首先,0
Don’t believe me just watch,我将为您展示如何使用这个功能。首先,0
Don’t believe me just watch,我将为您展示如何使用这个功能。首先,0
Don’t believe me just watch,我将为您展示如何使用这个功能。首先,0
Don’t believe me just watch,我将为您展示如何使用这个功能。首先,0
Don’t believe me just watch,我将为您展示如何使用这个功能。首先,0
"Hey, hey, hey, oh!",What's up?,0.3333333333333333
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Say whaa?! I'm sorry, but",0.0
"Uptown Funk you up, Uptown Funk you up",Let's get down to the beat of this song,0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Say whaa?! I'm sorry, but",0.0
"Uptown Funk you up, Uptown Funk you up",Let's get down to the beat of this song,0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Say whaa?! I'm sorry, but",0.0
"Uptown Funk you up, Uptown Funk you up",Let's get down to the beat of this song,0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Say whaa?! I'm sorry, but",0.0
