prompt,completion,rouge-l
Wait a minute,", I need to double-check that information before we",0.0
Fill my cup put some liquor in it,"Take a sip, sign the check, Julio,",0.7142857142857143
"Take a sip, sign a check","Julio, get the stretch.",1.0
Julio! Get the stretch!,"This line is from the song ""Uptown",0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi","If we show up, we gon' show out",1.0
"If we show up, we gon’ show out",smoother than a fresh jar of Skippy,0.7142857142857143
Smoother than a fresh dry skippy,Smoother than a fresh jar of Skippy,0.0
I’m too hot (hot damn),Call the police and the fireman.,0.6666666666666666
Called a police and a fireman,Called a police and a fireman to handle the,0.0
I’m too hot (hot damn),Call the police and the fireman.,0.0
Make a dragon wanna retire man,I'm too hot (hot damn),1.0
I’m too hot (hot damn) (hot damn),Call the police and the fireman.,0.0
"Bitch, say my name you know who I am",I'm too hot (hot damn),1.0
I’m too hot (hot damn),Call the police and the fireman.,0.0
Am I bad ’bout that money,"Break it down, watch me get it.",0.42857142857142855
Break it down,"Break it down into smaller, manageable parts to make",0.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu,0.8
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu,0.8
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu,0.0
‘Cause Uptown Funk gon’ give it to you,‘Cause Uptown Funk gon’ give it,1.0
‘Cause Uptown Funk gon’ give it to you,‘Cause Uptown Funk gon’ give it,1.0
‘Cause Uptown Funk gon’ give it to you,‘Cause Uptown Funk gon’ give it,0.0
Saturday night and we in the spot,"Don't believe me, just watch!",1.0
Don’t believe me just watch (come on),"Sorry, but I can't continue the lyrics from",0.1111111111111111
Don’t believe me just watch,"""Don’t believe me just watch"" is a popular",0.6666666666666666
Don’t believe me just watch,"""Don’t believe me just watch"" is a line",0.6666666666666666
Don’t believe me just watch,"""Don’t believe me just watch"" is a popular",0.6666666666666666
Don’t believe me just watch,"""Don’t believe me just watch"" is a line",0.6666666666666666
Don’t believe me just watch,"""Don’t believe me just watch"" is a line",0.0
"Hey, hey, hey, oh!",Stop! Wait a minute.,0.0
Before we leave,"for the trip, let's double-check that we",0.0
Imma tell y’all a lil’ something,about where I come from and the lessons I've,0.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up",(say whaa?!),0.0
"I said Uptown Funk you up, Uptown Funk you up","I said Uptown Funk you up, U",0.5714285714285714
"Uptown Funk you up, Uptown Funk you up",(say whaa?!),0.0
"Come on, dance",with me under the stars.,0.0
Jump on it,", let's do it, ride it, my",0.14285714285714285
If you sexy than flaunt it,"If you're sexy, then flaunt it.",0.42857142857142855
If you freaky than own it,"If you're freaky, then own it and",0.125
"Don’t brag about it, come show me",what you can do.,0.0
"Come on, dance",with me under the stars tonight.,0.0
Jump on it,", let's do it, ride it, my",0.14285714285714285
If you sexy then flaunt it,", if you're a star, then own it",0.125
Well it’s Saturday night and we in the spot,Don't believe me just watch!,1.0
Don’t believe me just watch,"""Come on!""",0.0
Don’t believe me just watch,"""Come on!""",0.0
Don’t believe me just watch,"""Come on!""",0.0
Don’t believe me just watch,"""Don’t believe me just watch"" is a popular",0.6666666666666666
Don’t believe me just watch,"""Don’t believe me just watch"" is a line",0.6666666666666666
Don’t believe me just watch,"""Come on!""",0.0
"Hey, hey, hey, oh!",Stop! Wait a minute.,0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up",(say whaa?!),1.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up",(say whaa?!),1.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up",(say whaa?!),1.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",0.8
