prompt,completion,rouge-l
Make a dragon wanna retire man,"The dragon, with its majestic form and powerful aura",0.0
I’m too hot (hot damn) (hot damn),"It's not my fault, I'm just feeling",0.2222222222222222
"Bitch, say my name you know who I am",I'm sorry if it's causing any distress or,0.2
I’m too hot (hot damn),"It's not my fault, I'm just feeling",0.1111111111111111
Am I bad ’bout that money,I'm not sure if it's the right thing,0.1
Break it down,当然可以，我可以帮你分解这个句子。请问,0
Girls hit your hallelujah (whuoo),"""Girls, you're hitting the halleluj",0.3333333333333333
Girls hit your hallelujah (whuoo),"""Girls, you're hitting the halleluj",0.3333333333333333
Girls hit your hallelujah (whuoo),"""Girls, you're hitting the roof!""",0.16666666666666666
‘Cause Uptown Funk gon’ give it to you,"and the rest of the world, and I'm",0.0
‘Cause Uptown Funk gon’ give it to you,"and the rest of the world, and I'm",0.0
‘Cause Uptown Funk gon’ give it to you,"and the rest of the world, and I'm",0.2222222222222222
Saturday night and we in the spot,"were all excited to see each other, eager to",0.0
Don’t believe me just watch (come on),watch it!,0.5
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
"Hey, hey, hey, oh!","Oh, how exciting to be here with you!",0.0
Before we leave,", please make sure to pack all necessary items and",0.1111111111111111
Imma tell y’all a lil’ something,"Sure, I'm here to listen and provide any",0.0
"Uptown Funk you up, Uptown Funk you up",It's been a while since we last saw each,0.0
"Uptown Funk you up, Uptown Funk you up",It's been a while since we last saw each,0.0
"I said Uptown Funk you up, Uptown Funk you up",and I was dancing with my heart on my sleeve,0.0
"Uptown Funk you up, Uptown Funk you up",It's been a while since we last saw each,0.0
"Come on, dance",Let's go! Let's have some fun and,0.0
Jump on it,立即行动起来。,0
If you sexy than flaunt it,"and let your body speak for itself, then you",0.1111111111111111
If you freaky than own it,"and don't let it define you, then you",0.3333333333333333
"Don’t brag about it, come show me",your skills and abilities!,0.0
"Come on, dance",Let's go! Let's have some fun and,0.0
Jump on it,立即行动起来。,0
If you sexy then flaunt it,"And if you don't, hide it well.",0.125
Well it’s Saturday night and we in the spot,"are all busy with our work, but I'm",0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
"Hey, hey, hey, oh!","Oh, how exciting to be here with you!",0.125
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","""Uptown Funk you up, Upt",0.8
"Uptown Funk you up, Uptown Funk you up",It's been a while since we last saw each,0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","""Uptown Funk you up, Upt",0.8
"Uptown Funk you up, Uptown Funk you up",It's been a while since we last saw each,0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","""Uptown Funk you up, Upt",0.8
"Uptown Funk you up, Uptown Funk you up",It's been a while since we last saw each,0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","""Uptown Funk you up, Upt",0.8
