prompt,completion,rouge-l
"Don’t brag about it, come show me","Sure, let's go and demonstrate it together.",0.0
"Come on, dance",Sure! Let's get the rhythm going and have,0.0
Jump on it,一旦有机会或任务出现，你应该立即抓住它,0
If you sexy then flaunt it,", but always remember to do so with confidence and",0.1111111111111111
Well it’s Saturday night and we in the spot,"Well, it's Saturday night, and we're",0.0
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! It's",0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, with its catchy",0.5714285714285714
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, with its catchy",0.5714285714285714
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, with its catchy",0.5714285714285714
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",0.8
