prompt,completion,rouge-l
"Girl, you know I want your love",Your love was handmade for somebody like me.,1.0
Your love was handmade for somebody like me,"Come on now, follow my lead.",1.0
"Come on now, follow my lead",", let's make this night unforgettable!",0.0
"I may be crazy, don't mind me, say","boy, let's not talk too much, grab",0.875
"Boy, let's not talk too much",Grab on my waist and keep me warm.,0.75
Grab on my waist and put that body on me,"Sorry, but I can't continue the lyrics from",0.0
"Come on now, follow my lead",", let's make this night unforgettable!",0.0
"Come—come on now, follow my lead",and let's make this a night to remember.,0.0
I'm in love with the shape of you,", we push and pull like a magnet do.",1.0
We push and pull like a magnet do,Although your sentence is reminiscent of lyrics from the song,0.2
Although my heart is falling too,", I'm in love with your body.",1.0
I'm in love with your body,I'm in love with your body of work and,0.1
And last night you were in my room,"And last night you were in my room, and",0.2222222222222222
And now my bedsheets smell like you,every night I fall asleep wrapped in the memory of,0.1
Every day discovering something brand new,Every day discovering something brand new is like opening a,0.0
I'm in love with your body,I'm in love with your body of work and,0.1
Oh—i—oh—i—oh—i—oh—i,Oh—i—oh—i—oh—,1.0
Oh—i—oh—i—oh—i—oh—i,Oh—i—oh—i—oh—,0.2
I'm in love with your body,I'm in love with your body of work and,0.1
Oh—i—oh—i—oh—i—oh—i,Oh—i—oh—i—oh—,1.0
Oh—i—oh—i—oh—i—oh—i,Oh—i—oh—i—oh—,0.2
I'm in love with your body,I'm in love with your body of work and,0.1
Oh—i—oh—i—oh—i—oh—i,Oh—i—oh—i—oh—,1.0
Oh—i—oh—i—oh—i—oh—i,Oh—i—oh—i—oh—,0.0
Every day discovering something brand new,Every day discovering something brand new is like opening a,0.0
I'm in love with the shape of you,", we push and pull like a magnet do.",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.4444444444444444
I'm in love with the shape of you,", we push and pull like a magnet do.",0.875
We push and pull like a magnet too,when I'm with you.,0.0
Although my heart is falling too,", I'm in love with your body.",1.0
I'm in love with your body,I'm in love with your body of work and,0.1
And last night you were in my room,"And last night you were in my room, and",0.2222222222222222
And now my bedsheets smell like you,"This line is from the song ""Shape of You",0.0
Every day discovering something brand new,Every day discovering something brand new is like opening a,0.0
I'm in love with your body,I'm in love with your body of work and,0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
I'm in love with your body,I'm in love with your body of work and,0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
I'm in love with your body,I'm in love with your body of work and,0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
"Come on, be my baby, come on","This line is from the song ""Shape of You",0.0
I'm in love with your body,I'm in love with your body of work and,0.0
Every day discovering something brand new,Every day discovering something brand new is a testament to,0.0
