prompt,completion,rouge-l
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.0
Every day discovering something brand new,. I’m not sure if I’{},0.3333333333333333
I'm in love with the shape of you,. We push and pull like a magnet do{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with the shape of you,. We push and pull like a magnet do{},0.875
We push and pull like a magnet too,close to another. I’m not sure{},0.0
Although my heart is falling too,. I’m not sure what to do{},0.2857142857142857
I'm in love with your body,I'm in love with your body {},0.14285714285714285
And last night you were in my room,. I know you were. I saw you.{},0.14285714285714285
And now my bedsheets smell like you,. I’m not sure if I’{},0.0
Every day discovering something brand new,. I’m not sure if I’{},0.3333333333333333
I'm in love with your body,I'm in love with your body {},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,I'm in love with your body {},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,I'm in love with your body {},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,I'm in love with your body {},0.0
Every day discovering something brand new,. I’m not sure if I’{},0.3333333333333333
