prompt,completion,rouge-l
"And leave and get in a taxi, we kiss in the backseat","of the taxi, and then we go to{}",0.25
"Tell the driver make the radio play, and I'm singing like",a fool. I'm singing like a{},0.14285714285714285
"Girl, you know I want your love",", I want your love, I want your love{}",0.25
Your love was handmade for somebody like me,. I’m not the only one who{},0.0
"Come on now, follow my lead",. I'm not sure if I'{},0.16666666666666666
"I may be crazy, don't mind me, say","what you will, but I'm not going{}",0.125
"Boy, let's not talk too much",about the past. Let's talk about the{},0.0
Grab on my waist and put that body on me,. I’m not a fan of the{},0.0
"Come on now, follow my lead",. I'm not sure if I'{},0.0
"Come—come on now, follow my lead",. I'm not sure what I'{},0.3333333333333333
I'm in love with the shape of you,. I'm in love with your body{},0.0
We push and pull like a magnet do,. I’m not sure if I’{},0.0
Although my heart is falling too,. I’m not sure if I’{},0.3333333333333333
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
And last night you were in my room,. I don't know how you got in{},0.125
And now my bedsheets smell like you,. I’m not sure if I’{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.2857142857142857
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.42857142857142855
I'm in love with the shape of you,. I'm in love with your body{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with the shape of you,. I'm in love with your body{},0.0
We push and pull like a magnet too,. I’m not sure if I’{},0.0
Although my heart is falling too,. I’m not sure if I’{},0.3333333333333333
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
And last night you were in my room,. I don't know how you got in{},0.125
And now my bedsheets smell like you,. I’m not sure if I’{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.2857142857142857
I'm in love with your body,. I'm in love with your body{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,. I'm in love with your body{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,. I'm in love with your body{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,. I'm in love with your body{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.42857142857142855
