prompt,completion,rouge-l
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.0
Every day discovering something brand new,and exciting. I’m a big{},0.3333333333333333
I'm in love with the shape of you,", I'm in love with your soul.{}",0.14285714285714285
One week in we let the story begin,. The story of the first week of the{},0.125
We're going out on our first date,. I'm a hot girl and I know{},0.125
But you and me are thrifty so go all you can eat,. I'm not sure if I'{},0.16666666666666666
Fill up your bag and I fill up a plate,. I'm not sure if I'{},0.0
We talk for hours and hours about the sweet and the sour,", the good and the bad, the happy and{}",0.125
And how your family is doin' okay,. I'm glad you're okay{},0.0
"And leave and get in a taxi, we kiss in the backseat",", and I tell him I love him. I{}",0.25
"Tell the driver make the radio play, and I'm singing like",a bird. I'm singing like a{},0.14285714285714285
"Girl, you know I want your love",I'm gonna give you all my{},0.0
Your love was handmade for somebody like me,. I’m not sure what I’{},0.0
"Come on now, follow my lead",. I'm gonna show you how{},0.16666666666666666
"I may be crazy, don't mind me, say",it again. I'm not crazy{},0.16666666666666666
"Boy, let's not talk too much",about the past. I'm not sure{},0.0
Grab on my waist and put that body on me,. I'm not sure if I'{},0.0
"Come on now, follow my lead",. I'm gonna show you how{},0.0
"Come—come on now, follow my lead",. I'm going to show you how to{},0.375
I'm in love with the shape of you,", I'm in love with your soul.{}",0.0
We push and pull like a magnet do,. I’m not sure if I’{},0.0
Although my heart is falling too,"fast for me to be able to think straight,{}",0.0
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
And last night you were in my room,", and I was in yours. I was in{}",0.125
And now my bedsheets smell like you,. I’m not sure what I’{},0.0
Every day discovering something brand new,and exciting. I’m a big{},0.3333333333333333
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.0
Every day discovering something brand new,and exciting. I’m a big{},0.3333333333333333
I'm in love with the shape of you,", I'm in love with your soul.{}",0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with the shape of you,", I'm in love with your soul.{}",0.0
We push and pull like a magnet too,. I’m not sure if I’{},0.0
Although my heart is falling too,"fast for me to be able to think straight,{}",0.0
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
And last night you were in my room,", and I was in yours. I was in{}",0.125
And now my bedsheets smell like you,. I’m not sure what I’{},0.0
Every day discovering something brand new,and exciting. I’m a big{},0.3333333333333333
I'm in love with your body,. I'm in love with your body{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,. I'm in love with your body{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,. I'm in love with your body{},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,. I'm in love with your body{},0.0
Every day discovering something brand new,and exciting. I’m a big{},0.3333333333333333
