prompt,completion,rouge-l
I'm in love with the shape of you,and I can't help but feel like this is,0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
I'm in love with the shape of you,and I can't help but feel like this is,0.2
We push and pull like a magnet too,我们就像磁铁一样互相吸引和排斥。,0
Although my heart is falling too,我无法接受这一切，但我必须坚强地面对,0
I'm in love with your body,但是，我更爱你的心。,0
And last night you were in my room,看着你，我感到非常温暖和安心。,0
And now my bedsheets smell like you,我感到非常抱歉，但我只是在开玩笑。,0
Every day discovering something brand new,是的，每一天都充满了无限的可能性和惊喜,0
I'm in love with your body,但是，我更爱你的心。,0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along,",0.0
I'm in love with your body,但是，我更爱你的心。,0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
I'm in love with your body,但是，我更爱你的心。,0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
"Come on, be my baby, come on","Let's dance together, let's sing along.",0.0
I'm in love with your body,但是，我更爱你的心。,0
Every day discovering something brand new,是的，每一天都是一个全新的开始。我们可以,0
