prompt,completion,rouge-l
"Come on, be my baby, come on","Sure, let's continue the playful and affectionate",0.125
I'm in love with the shape of you,I can't help but admire the way you carry,0.0
We push and pull like a magnet too,"We push and pull like a magnet, too,",0.125
Although my heart is falling too,", 我依然选择勇敢地面对。虽然",0
I'm in love with your body,"As an AI, I don't have a physical",0.0
And last night you were in my room,", I found you sitting on my bed, surrounded",0.125
And now my bedsheets smell like you,"And now, every time I lie down on those",0.1111111111111111
Every day discovering something brand new,Every day discovering something brand new is like unwr,0.0
I'm in love with your body,"As an AI, I don't have a physical",0.0
"Come on, be my baby, come on","Sure, let's continue the playful and affectionate",0.0
"Come on, be my baby, come on","Sure, let's continue the playful and affectionate",0.0
I'm in love with your body,"As an AI, I don't have a physical",0.0
"Come on, be my baby, come on","Sure, let's continue the playful and affectionate",0.0
"Come on, be my baby, come on","Sure, let's continue the playful and affectionate",0.0
I'm in love with your body,"As an AI, I don't have a physical",0.0
"Come on, be my baby, come on","Sure, let's continue the playful and affectionate",0.0
"Come on, be my baby, come on","Sure, let's continue the playful and affectionate",0.0
I'm in love with your body,"As an AI, I don't have a physical",0.0
Every day discovering something brand new,Every day discovering something brand new is like unwr,0.0
