prompt,completion,rouge-l
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with the shape of you,""". The song is a catchy, upbeat{}",0.16666666666666666
We push and pull like a magnet too,". We are the same, but different.{}",0.0
Although my heart is falling too,. I'm not the only one.{},0.3333333333333333
I'm in love with your body,","" he said. ""I'm in{}",0.2
And last night you were in my room,"."" ""I was?"" ""{}",0.0
And now my bedsheets smell like you,. I'm not sure if I'{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.2857142857142857
I'm in love with your body,","" he said. ""I'm in{}",0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,","" he said. ""I'm in{}",0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,","" he said. ""I'm in{}",0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,","" he said. ""I'm in{}",0.0
Every day discovering something brand new,. I’m a big fan of the{},0.42857142857142855
