prompt,completion,rouge-l
"Girl, you know I want your love","Girl, you know I want your love, like",0.375
Your love was handmade for somebody like me,"Your love was handmade for somebody like me, tailored",0.0
"Come on now, follow my lead","Come on now, follow my lead, Through the",0.0
"I may be crazy, don't mind me, say","I may be crazy, don't mind me,",0.0
"Boy, let's not talk too much","Boy, let's not talk too much; sometimes",0.0
Grab on my waist and put that body on me,As you grab onto my waist and place your body,0.1
"Come on now, follow my lead","Come on now, follow my lead, Through the",0.75
"Come—come on now, follow my lead","Come—come on now, follow my lead,",0.0
I'm in love with the shape of you,We push and pull like a magnet do Although,0.8888888888888888
We push and pull like a magnet do,"We push and pull like a magnet does, attracting",0.0
Although my heart is falling too,"Although my heart is falling too, like leaves from",0.0
I'm in love with your body,"Every inch of your skin, every curve and line",0.1111111111111111
And last night you were in my room,"And last night you were in my room, sitting",0.2222222222222222
And now my bedsheets smell like you,"And now my bedsheets smell like you, A",0.0
Every day discovering something brand new,"Every day, discovering something brand new, whether it",0.0
I'm in love with your body,"Every inch of your skin, every curve and line",0.0
Oh—i—oh—i—oh—i—oh—i,"—oh—i, the rhythm of the sea",0.2857142857142857
Oh—i—oh—i—oh—i—oh—i,"—oh—i, the rhythm of the sea",0.14285714285714285
I'm in love with your body,"Every inch of your skin, every curve and line",0.0
Oh—i—oh—i—oh—i—oh—i,"—oh—i, the rhythm of the sea",0.2857142857142857
Oh—i—oh—i—oh—i—oh—i,"—oh—i, the rhythm of the sea",0.14285714285714285
I'm in love with your body,"Every inch of your skin, every curve and line",0.0
Oh—i—oh—i—oh—i—oh—i,"—oh—i, the rhythm of the sea",0.2857142857142857
Oh—i—oh—i—oh—i—oh—i,"—oh—i, the rhythm of the sea",0.0
Every day discovering something brand new,"Every day, discovering something brand new, whether it",0.0
I'm in love with the shape of you,We push and pull like a magnet do Although,0.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",0.0
I'm in love with the shape of you,"We push and pull like a magnet do, Although",0.7777777777777778
We push and pull like a magnet too,"We push and pull like a magnet too, attracting",0.1111111111111111
Although my heart is falling too,"Although my heart is falling too, like leaves from",0.0
I'm in love with your body,"Every inch of your skin, every curve and line",0.1111111111111111
And last night you were in my room,"And last night you were in my room, sitting",0.2222222222222222
And now my bedsheets smell like you,"And now my bedsheets smell like you, A",0.0
Every day discovering something brand new,"Every day, discovering something brand new, whether it",0.0
I'm in love with your body,"Every inch of your skin, every curve and line",0.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",0.0
I'm in love with your body,"Every inch of your skin, every curve and line",0.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",0.0
I'm in love with your body,"Every inch of your skin, every curve and line",0.0
"Come on, be my baby, come on","Come on, be my baby, come on,",1.0
"Come on, be my baby, come on","Come on, be my baby, come on,",0.0
I'm in love with your body,"Every inch of your skin, every curve and line",0.1111111111111111
Every day discovering something brand new,"Every day, discovering something brand new, whether it",0.0
